Employee Name,Date,In-Time,Out-Time
Sarah Johnson,2025-10-02,10:26,18:36
Sarah Johnson,2025-10-03,10:03,18:38
Sarah Johnson,2025-10-04,,
Sarah Johnson,2025-10-05,,
Sarah Johnson,2025-10-06,10:30,18:41
Sarah Johnson,2025-10-07,10:09,18:03
Sarah Johnson,2025-10-08,10:31,18:26
Sarah Johnson,2025-10-09,10:39,19:14
Sarah Johnson,2025-10-10,10:38,18:29
Sarah Johnson,2025-10-11,10:00,14:00
Sarah Johnson,2025-10-12,,
Sarah Johnson,2025-10-13,10:00,18:06
Sarah Johnson,2025-10-14,10:29,18:24
Sarah Johnson,2025-10-15,10:25,18:04
Sarah Johnson,2025-10-16,10:34,18:41
Sarah Johnson,2025-10-17,10:13,18:30
Sarah Johnson,2025-10-18,10:00,14:00
Sarah Johnson,2025-10-19,,
Sarah Johnson,2025-10-20,10:24,18:05
Sarah Johnson,2025-10-21,10:21,18:34
Sarah Johnson,2025-10-22,10:36,18:24
Sarah Johnson,2025-10-23,10:26,18:44
Sarah Johnson,2025-10-24,,
Sarah Johnson,2025-10-25,,
Sarah Johnson,2025-10-26,,
Sarah Johnson,2025-10-27,10:14,18:07
Sarah Johnson,2025-10-28,10:40,17:59
Sarah Johnson,2025-10-29,10:44,18:10
Sarah Johnson,2025-10-30,10:33,18:16
Sarah Johnson,2025-10-31,10:19,18:15
Sarah Johnson,2025-11-01,,
Sarah Johnson,2025-11-02,,
Sarah Johnson,2025-11-03,10:33,19:00
Sarah Johnson,2025-11-04,10:38,18:13
Sarah Johnson,2025-11-05,10:31,18:17
Sarah Johnson,2025-11-06,10:06,18:17
Sarah Johnson,2025-11-07,10:28,18:34
Sarah Johnson,2025-11-08,,
Sarah Johnson,2025-11-09,,
Sarah Johnson,2025-11-10,10:44,17:55
Sarah Johnson,2025-11-11,10:34,18:20
Sarah Johnson,2025-11-12,10:00,18:36
Sarah Johnson,2025-11-13,10:43,18:08
Sarah Johnson,2025-11-14,10:21,19:09
Sarah Johnson,2025-11-15,10:00,14:00
Sarah Johnson,2025-11-16,,
Sarah Johnson,2025-11-17,10:01,18:43
Sarah Johnson,2025-11-18,10:24,19:03
Sarah Johnson,2025-11-19,10:17,17:44
Sarah Johnson,2025-11-20,10:21,18:28
Sarah Johnson,2025-11-21,,
Sarah Johnson,2025-11-22,,
Sarah Johnson,2025-11-23,,
Sarah Johnson,2025-11-24,10:19,18:12
Sarah Johnson,2025-11-25,10:08,18:30
Sarah Johnson,2025-11-26,10:34,18:08
Sarah Johnson,2025-11-27,10:20,18:32
Sarah Johnson,2025-11-28,10:28,18:20
Sarah Johnson,2025-11-29,10:00,14:00
Sarah Johnson,2025-11-30,,
Sarah Johnson,2025-12-01,10:21,18:19
Sarah Johnson,2025-12-02,10:00,18:42
Sarah Johnson,2025-12-03,10:36,18:25
Sarah Johnson,2025-12-04,10:40,18:21
Sarah Johnson,2025-12-05,10:27,18:09
Sarah Johnson,2025-12-06,10:00,14:00
Sarah Johnson,2025-12-07,,
Sarah Johnson,2025-12-08,10:35,18:12
Sarah Johnson,2025-12-09,10:06,18:13
Sarah Johnson,2025-12-10,10:40,18:01
Sarah Johnson,2025-12-11,10:02,18:11
Sarah Johnson,2025-12-12,10:21,18:00
Sarah Johnson,2025-12-13,10:00,14:00
Sarah Johnson,2025-12-14,,
Sarah Johnson,2025-12-15,10:34,19:22
Sarah Johnson,2025-12-16,10:01,18:24
Sarah Johnson,2025-12-17,10:42,19:10
Sarah Johnson,2025-12-18,10:22,18:05
Sarah Johnson,2025-12-19,10:09,18:27
Sarah Johnson,2025-12-20,10:00,14:00
Sarah Johnson,2025-12-21,,
Sarah Johnson,2025-12-22,10:17,18:07
Sarah Johnson,2025-12-23,10:21,18:43
Sarah Johnson,2025-12-24,10:22,18:21
Sarah Johnson,2025-12-25,10:13,18:18
Sarah Johnson,2025-12-26,10:39,19:18
Sarah Johnson,2025-12-27,10:00,14:00
Sarah Johnson,2025-12-28,,
Sarah Johnson,2025-12-29,10:15,18:18
Sarah Johnson,2025-12-30,10:08,18:17
Sarah Johnson,2025-12-31,10:01,18:20
Michael Chen,2024-01-01,10:28,18:09
Michael Chen,2024-01-02,10:34,17:38
Michael Chen,2024-01-03,10:07,18:35
Michael Chen,2024-01-04,10:37,18:40
Michael Chen,2024-01-05,10:16,18:20
Michael Chen,2024-01-06,10:00,14:00
Michael Chen,2024-01-07,,
Michael Chen,2024-01-08,10:10,18:17
Michael Chen,2024-01-09,,
Michael Chen,2024-01-10,10:42,18:10
Michael Chen,2024-01-11,10:29,18:43
Michael Chen,2024-01-12,10:12,18:05
Michael Chen,2024-01-13,10:00,14:00
Michael Chen,2024-01-14,,
Michael Chen,2024-01-15,10:15,18:13
Michael Chen,2024-01-16,10:30,18:10
Michael Chen,2024-01-17,10:40,18:00
Michael Chen,2024-01-18,10:01,19:22
Michael Chen,2024-01-19,10:44,18:27
Michael Chen,2024-01-20,10:00,14:00
Michael Chen,2024-01-21,,
Michael Chen,2024-01-22,10:25,18:00
Michael Chen,2024-01-23,10:16,18:21
Michael Chen,2024-01-24,10:33,18:18
Michael Chen,2024-01-25,10:04,18:09
Michael Chen,2024-01-26,10:06,18:33
Michael Chen,2024-01-27,,
Michael Chen,2024-01-28,,
Michael Chen,2024-01-29,10:09,18:35
Michael Chen,2024-01-30,10:19,18:38
Michael Chen,2024-01-31,10:18,18:13
Michael Chen,2024-02-01,10:11,18:18
Michael Chen,2024-02-02,10:10,18:17
Michael Chen,2024-02-03,,
Michael Chen,2024-02-04,,
Michael Chen,2024-02-05,10:06,18:36
Michael Chen,2024-02-06,10:09,18:03
Michael Chen,2024-02-07,10:27,18:41
Michael Chen,2024-02-08,10:26,18:39
Michael Chen,2024-02-09,10:05,18:20
Michael Chen,2024-02-10,,
Michael Chen,2024-02-11,,
Michael Chen,2024-02-12,10:43,18:21
Michael Chen,2024-02-13,10:28,18:10
Michael Chen,2024-02-14,10:38,18:36
Michael Chen,2024-02-15,10:32,18:09
Michael Chen,2024-02-16,10:01,18:25
Michael Chen,2024-02-17,10:00,14:00
Michael Chen,2024-02-18,,
Michael Chen,2024-02-19,10:05,18:09
Michael Chen,2024-02-20,10:27,18:34
Michael Chen,2024-02-21,10:12,19:07
Michael Chen,2024-02-22,10:29,18:33
Michael Chen,2024-02-23,10:15,18:32
Michael Chen,2024-02-24,10:00,14:00
Michael Chen,2024-02-25,,
Michael Chen,2024-02-26,10:07,18:21
Michael Chen,2024-02-27,10:34,19:07
Michael Chen,2024-02-28,10:17,19:17
Michael Chen,2024-02-29,10:02,18:26
Michael Chen,2024-03-01,,
Michael Chen,2024-03-02,,
Michael Chen,2024-03-03,,
Michael Chen,2024-03-04,10:18,18:13
Michael Chen,2024-03-05,10:22,18:14
Michael Chen,2024-03-06,10:36,18:33
Michael Chen,2024-03-07,,
Michael Chen,2024-03-08,10:08,18:39
Michael Chen,2024-03-09,10:00,14:00
Michael Chen,2024-03-10,,
Michael Chen,2024-03-11,10:41,17:30
Michael Chen,2024-03-12,10:09,18:13
Michael Chen,2024-03-13,10:19,18:18
Michael Chen,2024-03-14,10:16,18:32
Michael Chen,2024-03-15,10:02,18:25
Michael Chen,2024-03-16,10:00,14:00
Michael Chen,2024-03-17,,
Michael Chen,2024-03-18,10:26,18:20
Michael Chen,2024-03-19,10:31,18:21
Michael Chen,2024-03-20,10:05,18:06
Michael Chen,2024-03-21,10:41,18:15
Michael Chen,2024-03-22,,
Michael Chen,2024-03-23,,
Michael Chen,2024-03-24,,
Michael Chen,2024-03-25,10:30,18:37
Michael Chen,2024-03-26,10:06,18:15
Michael Chen,2024-03-27,10:10,18:03
Michael Chen,2024-03-28,10:39,18:03
Michael Chen,2024-03-29,10:17,17:59
Michael Chen,2024-03-30,,
Michael Chen,2024-03-31,,
Michael Chen,2024-04-01,10:41,18:05
Michael Chen,2024-04-02,10:29,18:29
Michael Chen,2024-04-03,10:37,18:36
Michael Chen,2024-04-04,10:34,18:13
Michael Chen,2024-04-05,10:33,18:11
Michael Chen,2024-04-06,10:00,14:00
Michael Chen,2024-04-07,,
Michael Chen,2024-04-08,10:10,18:34
Michael Chen,2024-04-09,10:33,18:13
Michael Chen,2024-04-10,10:22,18:20
Michael Chen,2024-04-11,10:34,18:31
Michael Chen,2024-04-12,10:19,18:30
Michael Chen,2024-04-13,10:00,14:00
Michael Chen,2024-04-14,,
Michael Chen,2024-04-15,10:15,18:21
Michael Chen,2024-04-16,10:00,18:26
Michael Chen,2024-04-17,10:21,18:13
Michael Chen,2024-04-18,10:15,18:17
Michael Chen,2024-04-19,10:20,18:44
Michael Chen,2024-04-20,,
Michael Chen,2024-04-21,,
Michael Chen,2024-04-22,10:42,18:38
Michael Chen,2024-04-23,,
Michael Chen,2024-04-24,10:17,18:41
Michael Chen,2024-04-25,10:37,18:36
Michael Chen,2024-04-26,10:16,18:29
Michael Chen,2024-04-27,,
Michael Chen,2024-04-28,,
Michael Chen,2024-04-29,10:27,18:04
Michael Chen,2024-04-30,10:22,18:28
Michael Chen,2024-05-01,10:03,18:43
Michael Chen,2024-05-02,10:12,18:33
Michael Chen,2024-05-03,10:04,18:08
Michael Chen,2024-05-04,10:00,14:00
Michael Chen,2024-05-05,,
Michael Chen,2024-05-06,10:37,18:08
Michael Chen,2024-05-07,10:11,18:11
Michael Chen,2024-05-08,10:26,18:42
Michael Chen,2024-05-09,10:10,18:16
Michael Chen,2024-05-10,10:01,19:12
Michael Chen,2024-05-11,,
Michael Chen,2024-05-12,,
Michael Chen,2024-05-13,10:42,18:31
Michael Chen,2024-05-14,10:32,18:17
Michael Chen,2024-05-15,10:23,18:44
Michael Chen,2024-05-16,,
Michael Chen,2024-05-17,10:17,18:08
Michael Chen,2024-05-18,,
Michael Chen,2024-05-19,,
Michael Chen,2024-05-20,10:38,19:00
Michael Chen,2024-05-21,10:19,18:02
Michael Chen,2024-05-22,10:19,19:09
Michael Chen,2024-05-23,10:24,18:41
Michael Chen,2024-05-24,10:40,18:17
Michael Chen,2024-05-25,,
Michael Chen,2024-05-26,,
Michael Chen,2024-05-27,10:37,18:01
Michael Chen,2024-05-28,10:02,18:33
Michael Chen,2024-05-29,10:09,18:05
Michael Chen,2024-05-30,10:27,18:09
Michael Chen,2024-05-31,10:18,17:43
Michael Chen,2024-06-01,10:00,14:00
Michael Chen,2024-06-02,,
Michael Chen,2024-06-03,10:14,18:25
Michael Chen,2024-06-04,10:04,18:09
Michael Chen,2024-06-05,10:30,18:41
Michael Chen,2024-06-06,10:03,18:28
Michael Chen,2024-06-07,10:37,18:39
Michael Chen,2024-06-08,,
Michael Chen,2024-06-09,,
Michael Chen,2024-06-10,10:08,18:21
Michael Chen,2024-06-11,10:05,18:18
Michael Chen,2024-06-12,10:21,18:39
Michael Chen,2024-06-13,10:01,18:30
Michael Chen,2024-06-14,10:07,18:41
Michael Chen,2024-06-15,,
Michael Chen,2024-06-16,,
Michael Chen,2024-06-17,10:24,18:23
Michael Chen,2024-06-18,10:37,18:21
Michael Chen,2024-06-19,10:05,18:21
Michael Chen,2024-06-20,10:05,18:24
Michael Chen,2024-06-21,10:12,18:27
Michael Chen,2024-06-22,10:00,14:00
Michael Chen,2024-06-23,,
Michael Chen,2024-06-24,10:36,18:20
Michael Chen,2024-06-25,10:38,18:36
Michael Chen,2024-06-26,10:34,18:39
Michael Chen,2024-06-27,10:05,18:06
Michael Chen,2024-06-28,10:32,18:18
Michael Chen,2024-06-29,,
Michael Chen,2024-06-30,,
Michael Chen,2024-07-01,10:10,18:29
Michael Chen,2024-07-02,10:29,18:41
Michael Chen,2024-07-03,10:18,18:00
Michael Chen,2024-07-04,10:17,18:06
Michael Chen,2024-07-05,10:04,18:21
Michael Chen,2024-07-06,,
Michael Chen,2024-07-07,,
Michael Chen,2024-07-08,10:27,18:43
Michael Chen,2024-07-09,10:37,18:41
Michael Chen,2024-07-10,,
Michael Chen,2024-07-11,10:29,17:46
Michael Chen,2024-07-12,10:09,17:58
Michael Chen,2024-07-13,,
Michael Chen,2024-07-14,,
Michael Chen,2024-07-15,10:17,18:44
Michael Chen,2024-07-16,10:38,18:06
Michael Chen,2024-07-17,10:32,18:02
Michael Chen,2024-07-18,10:43,18:41
Michael Chen,2024-07-19,10:28,18:44
Michael Chen,2024-07-20,10:00,14:00
Michael Chen,2024-07-21,,
Michael Chen,2024-07-22,10:42,19:03
Michael Chen,2024-07-23,10:32,18:30
Michael Chen,2024-07-24,10:31,18:05
Michael Chen,2024-07-25,10:28,18:20
Michael Chen,2024-07-26,10:25,19:10
Michael Chen,2024-07-27,10:00,14:00
Michael Chen,2024-07-28,,
Michael Chen,2024-07-29,10:06,18:19
Michael Chen,2024-07-30,10:34,18:28
Michael Chen,2024-07-31,10:14,18:00
Michael Chen,2024-08-01,10:44,18:23
Michael Chen,2024-08-02,10:35,18:25
Michael Chen,2024-08-03,,
Michael Chen,2024-08-04,,
Michael Chen,2024-08-05,10:36,18:06
Michael Chen,2024-08-06,10:00,18:32
Michael Chen,2024-08-07,10:10,18:44
Michael Chen,2024-08-08,10:10,18:23
Michael Chen,2024-08-09,10:20,18:43
Michael Chen,2024-08-10,,
Michael Chen,2024-08-11,,
Michael Chen,2024-08-12,10:17,18:36
Michael Chen,2024-08-13,10:28,18:18
Michael Chen,2024-08-14,10:05,18:24
Michael Chen,2024-08-15,10:31,19:25
Michael Chen,2024-08-16,10:26,17:56
Michael Chen,2024-08-17,10:00,14:00
Michael Chen,2024-08-18,,
Michael Chen,2024-08-19,10:37,18:08
Michael Chen,2024-08-20,10:21,18:41
Michael Chen,2024-08-21,10:14,18:38
Michael Chen,2024-08-22,,
Michael Chen,2024-08-23,10:35,18:19
Michael Chen,2024-08-24,10:00,14:00
Michael Chen,2024-08-25,,
Michael Chen,2024-08-26,,
Michael Chen,2024-08-27,10:15,18:40
Michael Chen,2024-08-28,10:13,19:12
Michael Chen,2024-08-29,10:15,18:21
Michael Chen,2024-08-30,10:38,18:33
Michael Chen,2024-08-31,,
Michael Chen,2024-09-01,,
Michael Chen,2024-09-02,10:25,18:19
Michael Chen,2024-09-03,10:27,18:19
Michael Chen,2024-09-04,10:01,18:18
Michael Chen,2024-09-05,10:00,18:06
Michael Chen,2024-09-06,10:08,18:27
Michael Chen,2024-09-07,,
Michael Chen,2024-09-08,,
Michael Chen,2024-09-09,10:01,18:05
Michael Chen,2024-09-10,10:11,18:13
Michael Chen,2024-09-11,10:21,18:21
Michael Chen,2024-09-12,10:22,18:20
Michael Chen,2024-09-13,10:09,18:04
Michael Chen,2024-09-14,10:00,14:00
Michael Chen,2024-09-15,,
Michael Chen,2024-09-16,10:25,18:21
Michael Chen,2024-09-17,10:07,18:08
Michael Chen,2024-09-18,10:21,17:55
Michael Chen,2024-09-19,10:27,18:34
Michael Chen,2024-09-20,10:24,18:14
Michael Chen,2024-09-21,10:00,14:00
Michael Chen,2024-09-22,,
Michael Chen,2024-09-23,10:19,18:23
Michael Chen,2024-09-24,10:20,18:36
Michael Chen,2024-09-25,10:11,18:27
Michael Chen,2024-09-26,10:10,18:30
Michael Chen,2024-09-27,10:15,18:39
Michael Chen,2024-09-28,,
Michael Chen,2024-09-29,,
Michael Chen,2024-09-30,10:10,18:40
Michael Chen,2024-10-01,10:31,18:10
Michael Chen,2024-10-02,10:25,18:20
Michael Chen,2024-10-03,10:12,19:00
Michael Chen,2024-10-04,10:34,19:10
Michael Chen,2024-10-05,10:00,14:00
Michael Chen,2024-10-06,,
Michael Chen,2024-10-07,10:39,18:14
Michael Chen,2024-10-08,10:24,18:17
Michael Chen,2024-10-09,10:08,18:44
Michael Chen,2024-10-10,10:36,18:15
Michael Chen,2024-10-11,10:39,18:40
Michael Chen,2024-10-12,,
Michael Chen,2024-10-13,,
Michael Chen,2024-10-14,10:23,18:08
Michael Chen,2024-10-15,10:14,18:13
Michael Chen,2024-10-16,10:16,18:06
Michael Chen,2024-10-17,10:40,18:14
Michael Chen,2024-10-18,10:16,18:00
Michael Chen,2024-10-19,,
Michael Chen,2024-10-20,,
Michael Chen,2024-10-21,10:15,18:42
Michael Chen,2024-10-22,10:28,17:41
Michael Chen,2024-10-23,10:19,18:00
Michael Chen,2024-10-24,10:15,18:20
Michael Chen,2024-10-25,10:22,18:19
Michael Chen,2024-10-26,10:00,14:00
Michael Chen,2024-10-27,,
Michael Chen,2024-10-28,10:31,18:09
Michael Chen,2024-10-29,,
Michael Chen,2024-10-30,10:29,18:07
Michael Chen,2024-10-31,10:02,18:01
Michael Chen,2024-11-01,10:16,18:32
Michael Chen,2024-11-02,,
Michael Chen,2024-11-03,,
Michael Chen,2024-11-04,10:13,18:01
Michael Chen,2024-11-05,10:16,17:37
Michael Chen,2024-11-06,10:29,19:03
Michael Chen,2024-11-07,10:44,18:20
Michael Chen,2024-11-08,10:17,17:37
Michael Chen,2024-11-09,,
Michael Chen,2024-11-10,,
Michael Chen,2024-11-11,10:33,17:42
Michael Chen,2024-11-12,10:00,18:20
Michael Chen,2024-11-13,10:28,18:32
Michael Chen,2024-11-14,10:31,18:09
Michael Chen,2024-11-15,10:30,18:41
Michael Chen,2024-11-16,10:00,14:00
Michael Chen,2024-11-17,,
Michael Chen,2024-11-18,10:39,18:24
Michael Chen,2024-11-19,10:15,18:37
Michael Chen,2024-11-20,10:34,18:40
Michael Chen,2024-11-21,10:41,18:30
Michael Chen,2024-11-22,10:25,18:29
Michael Chen,2024-11-23,10:00,14:00
Michael Chen,2024-11-24,,
Michael Chen,2024-11-25,10:15,19:00
Michael Chen,2024-11-26,10:07,18:29
Michael Chen,2024-11-27,10:15,18:20
Michael Chen,2024-11-28,10:09,18:35
Michael Chen,2024-11-29,,
Michael Chen,2024-11-30,,
Michael Chen,2024-12-01,,
Michael Chen,2024-12-02,10:29,18:15
Michael Chen,2024-12-03,10:19,18:30
Michael Chen,2024-12-04,10:26,18:21
Michael Chen,2024-12-05,10:38,18:42
Michael Chen,2024-12-06,10:07,18:44
Michael Chen,2024-12-07,,
Michael Chen,2024-12-08,,
Michael Chen,2024-12-09,10:29,18:03
Michael Chen,2024-12-10,10:28,18:16
Michael Chen,2024-12-11,10:24,18:16
Michael Chen,2024-12-12,10:35,18:01
Michael Chen,2024-12-13,10:05,17:36
Michael Chen,2024-12-14,10:00,14:00
Michael Chen,2024-12-15,,
Michael Chen,2024-12-16,10:16,18:29
Michael Chen,2024-12-17,10:33,19:24
Michael Chen,2024-12-18,10:41,18:01
Michael Chen,2024-12-19,10:33,18:35
Michael Chen,2024-12-20,10:11,18:01
Michael Chen,2024-12-21,10:00,14:00
Michael Chen,2024-12-22,,
Michael Chen,2024-12-23,10:35,18:27
Michael Chen,2024-12-24,10:19,18:24
Michael Chen,2024-12-25,10:35,18:32
Michael Chen,2024-12-26,10:41,18:28
Michael Chen,2024-12-27,10:33,18:37
Michael Chen,2024-12-28,10:00,14:00
Michael Chen,2024-12-29,,
Michael Chen,2024-12-30,10:37,19:05
Michael Chen,2024-12-31,10:18,18:01
Michael Chen,2025-01-01,10:27,18:24
Michael Chen,2025-01-02,10:23,18:35
Michael Chen,2025-01-03,10:14,18:38
Michael Chen,2025-01-04,,
Michael Chen,2025-01-05,,
Michael Chen,2025-01-06,,
Michael Chen,2025-01-07,10:14,18:18
Michael Chen,2025-01-08,10:09,17:53
Michael Chen,2025-01-09,10:15,18:21
Michael Chen,2025-01-10,10:25,18:42
Michael Chen,2025-01-11,,
Michael Chen,2025-01-12,,
Michael Chen,2025-01-13,10:05,18:09
Michael Chen,2025-01-14,10:26,18:27
Michael Chen,2025-01-15,10:32,18:00
Michael Chen,2025-01-16,10:19,18:39
Michael Chen,2025-01-17,10:28,18:09
Michael Chen,2025-01-18,,
Michael Chen,2025-01-19,,
Michael Chen,2025-01-20,10:30,18:01
Michael Chen,2025-01-21,10:25,18:08
Michael Chen,2025-01-22,10:05,18:03
Michael Chen,2025-01-23,10:31,18:40
Michael Chen,2025-01-24,10:38,18:22
Michael Chen,2025-01-25,10:00,14:00
Michael Chen,2025-01-26,,
Michael Chen,2025-01-27,10:36,18:28
Michael Chen,2025-01-28,10:36,18:24
Michael Chen,2025-01-29,10:26,18:36
Michael Chen,2025-01-30,10:06,17:56
Michael Chen,2025-01-31,10:09,18:30
Michael Chen,2025-02-01,,
Michael Chen,2025-02-02,,
Michael Chen,2025-02-03,10:11,18:23
Michael Chen,2025-02-04,10:24,19:06
Michael Chen,2025-02-05,10:32,18:03
Michael Chen,2025-02-06,10:35,18:33
Michael Chen,2025-02-07,10:22,18:44
Michael Chen,2025-02-08,,
Michael Chen,2025-02-09,,
Michael Chen,2025-02-10,10:16,18:08
Michael Chen,2025-02-11,10:26,18:05
Michael Chen,2025-02-12,10:10,18:02
Michael Chen,2025-02-13,10:23,18:33
Michael Chen,2025-02-14,10:24,18:44
Michael Chen,2025-02-15,,
Michael Chen,2025-02-16,,
Michael Chen,2025-02-17,10:28,18:23
Michael Chen,2025-02-18,10:10,17:35
Michael Chen,2025-02-19,10:40,18:18
Michael Chen,2025-02-20,10:19,18:27
Michael Chen,2025-02-21,10:34,18:37
Michael Chen,2025-02-22,,
Michael Chen,2025-02-23,,
Michael Chen,2025-02-24,10:30,18:39
Michael Chen,2025-02-25,10:18,18:34
Michael Chen,2025-02-26,10:11,18:03
Michael Chen,2025-02-27,10:28,18:09
Michael Chen,2025-02-28,10:40,18:07
Michael Chen,2025-03-01,,
Michael Chen,2025-03-02,,
Michael Chen,2025-03-03,10:16,18:09
Michael Chen,2025-03-04,10:43,19:17
Michael Chen,2025-03-05,10:41,18:24
Michael Chen,2025-03-06,10:26,18:26
Michael Chen,2025-03-07,10:33,18:20
Michael Chen,2025-03-08,,
Michael Chen,2025-03-09,,
Michael Chen,2025-03-10,10:36,19:26
Michael Chen,2025-03-11,10:11,18:40
Michael Chen,2025-03-12,10:02,18:20
Michael Chen,2025-03-13,10:43,18:38
Michael Chen,2025-03-14,10:34,18:21
Michael Chen,2025-03-15,,
Michael Chen,2025-03-16,,
Michael Chen,2025-03-17,10:32,18:35
Michael Chen,2025-03-18,10:13,18:26
Michael Chen,2025-03-19,,
Michael Chen,2025-03-20,10:26,18:20
Michael Chen,2025-03-21,10:15,18:13
Michael Chen,2025-03-22,,
Michael Chen,2025-03-23,,
Michael Chen,2025-03-24,10:21,18:44
Michael Chen,2025-03-25,10:09,18:13
Michael Chen,2025-03-26,10:23,18:02
Michael Chen,2025-03-27,10:21,18:38
Michael Chen,2025-03-28,10:28,18:10
Michael Chen,2025-03-29,,
Michael Chen,2025-03-30,,
Michael Chen,2025-03-31,10:24,18:44
Michael Chen,2025-04-01,10:17,18:12
Michael Chen,2025-04-02,10:43,18:11
Michael Chen,2025-04-03,10:02,19:11
Michael Chen,2025-04-04,10:38,18:04
Michael Chen,2025-04-05,,
Michael Chen,2025-04-06,,
Michael Chen,2025-04-07,10:42,18:42
Michael Chen,2025-04-08,10:16,18:37
Michael Chen,2025-04-09,10:37,18:25
Michael Chen,2025-04-10,10:41,18:18
Michael Chen,2025-04-11,10:08,18:40
Michael Chen,2025-04-12,10:00,14:00
Michael Chen,2025-04-13,,
Michael Chen,2025-04-14,10:11,18:08
Michael Chen,2025-04-15,,
Michael Chen,2025-04-16,10:24,18:21
Michael Chen,2025-04-17,10:23,18:07
Michael Chen,2025-04-18,10:35,18:01
Michael Chen,2025-04-19,10:00,14:00
Michael Chen,2025-04-20,,
Michael Chen,2025-04-21,10:02,18:40
Michael Chen,2025-04-22,10:38,18:28
Michael Chen,2025-04-23,10:22,18:29
Michael Chen,2025-04-24,10:02,18:21
Michael Chen,2025-04-25,10:38,18:14
Michael Chen,2025-04-26,10:00,14:00
Michael Chen,2025-04-27,,
Michael Chen,2025-04-28,10:26,18:18
Michael Chen,2025-04-29,10:04,18:30
Michael Chen,2025-04-30,10:31,18:35
Michael Chen,2025-05-01,10:42,18:11
Michael Chen,2025-05-02,10:20,18:32
Michael Chen,2025-05-03,,
Michael Chen,2025-05-04,,
Michael Chen,2025-05-05,10:03,18:00
Michael Chen,2025-05-06,10:41,18:37
Michael Chen,2025-05-07,10:31,17:39
Michael Chen,2025-05-08,10:24,18:44
Michael Chen,2025-05-09,10:15,19:14
Michael Chen,2025-05-10,10:00,14:00
Michael Chen,2025-05-11,,
Michael Chen,2025-05-12,10:08,18:36
Michael Chen,2025-05-13,10:26,18:00
Michael Chen,2025-05-14,10:15,19:05
Michael Chen,2025-05-15,10:41,18:23
Michael Chen,2025-05-16,10:29,18:38
Michael Chen,2025-05-17,10:00,14:00
Michael Chen,2025-05-18,,
Michael Chen,2025-05-19,10:02,18:22
Michael Chen,2025-05-20,10:43,18:01
Michael Chen,2025-05-21,10:07,18:18
Michael Chen,2025-05-22,10:36,18:10
Michael Chen,2025-05-23,,
Michael Chen,2025-05-24,,
Michael Chen,2025-05-25,,
Michael Chen,2025-05-26,10:29,18:01
Michael Chen,2025-05-27,10:20,18:11
Michael Chen,2025-05-28,10:25,18:13
Michael Chen,2025-05-29,10:11,18:05
Michael Chen,2025-05-30,10:05,18:22
Michael Chen,2025-05-31,,
Michael Chen,2025-06-01,,
Michael Chen,2025-06-02,10:24,18:38
Michael Chen,2025-06-03,10:41,18:25
Michael Chen,2025-06-04,10:27,18:11
Michael Chen,2025-06-05,10:28,18:24
Michael Chen,2025-06-06,10:42,18:18
Michael Chen,2025-06-07,,
Michael Chen,2025-06-08,,
Michael Chen,2025-06-09,10:38,19:02
Michael Chen,2025-06-10,10:40,18:23
Michael Chen,2025-06-11,,
Michael Chen,2025-06-12,10:16,19:04
Michael Chen,2025-06-13,10:41,18:30
Michael Chen,2025-06-14,10:00,14:00
Michael Chen,2025-06-15,,
Michael Chen,2025-06-16,10:16,18:41
Michael Chen,2025-06-17,10:18,18:00
Michael Chen,2025-06-18,10:34,18:16
Michael Chen,2025-06-19,10:27,18:29
Michael Chen,2025-06-20,,
Michael Chen,2025-06-21,,
Michael Chen,2025-06-22,,
Michael Chen,2025-06-23,10:39,18:26
Michael Chen,2025-06-24,10:11,18:42
Michael Chen,2025-06-25,10:18,18:39
Michael Chen,2025-06-26,10:42,18:06
Michael Chen,2025-06-27,10:43,18:41
Michael Chen,2025-06-28,10:00,14:00
Michael Chen,2025-06-29,,
Michael Chen,2025-06-30,10:32,19:21
Michael Chen,2025-07-01,10:07,18:04
Michael Chen,2025-07-02,10:22,18:33
Michael Chen,2025-07-03,10:13,18:40
Michael Chen,2025-07-04,10:36,18:37
Michael Chen,2025-07-05,,
Michael Chen,2025-07-06,,
Michael Chen,2025-07-07,10:41,18:22
Michael Chen,2025-07-08,10:40,18:26
Michael Chen,2025-07-09,10:33,18:10
Michael Chen,2025-07-10,10:40,18:04
Michael Chen,2025-07-11,10:07,18:19
Michael Chen,2025-07-12,,
Michael Chen,2025-07-13,,
Michael Chen,2025-07-14,10:17,18:42
Michael Chen,2025-07-15,10:20,18:29
Michael Chen,2025-07-16,10:30,19:04
Michael Chen,2025-07-17,10:39,18:41
Michael Chen,2025-07-18,10:28,18:09
Michael Chen,2025-07-19,10:00,14:00
Michael Chen,2025-07-20,,
Michael Chen,2025-07-21,10:05,18:34
Michael Chen,2025-07-22,10:28,18:10
Michael Chen,2025-07-23,10:28,18:36
Michael Chen,2025-07-24,10:32,18:03
Michael Chen,2025-07-25,10:24,18:19
Michael Chen,2025-07-26,,
Michael Chen,2025-07-27,,
Michael Chen,2025-07-28,10:08,18:00
Michael Chen,2025-07-29,10:43,18:37
Michael Chen,2025-07-30,10:28,18:03
Michael Chen,2025-07-31,10:10,18:36
Michael Chen,2025-08-01,10:17,18:22
Michael Chen,2025-08-02,,
Michael Chen,2025-08-03,,
Michael Chen,2025-08-04,10:37,18:09
